ingredientes,link,nome,porcoes,preparo,tempo_preparo
"1 xícara de chá de farinha de trigo,
225 gramas de ricota,
3/4 xícara de chá de leite,
200 gramas de leite condensado,
1/4 xícara de chá de açúcar,
2 ovos,
1 colher de sopa de manteiga,
1/2 colher de sopa de fermento químico em pó,
, a gosto",https://www.receiteria.com.br/receita/bolo-de-ricota-com-geleia-de-morango/,Bolo de ricota com geleia de morango , 8 a 10 porções,, 35min
"1 kg de morangos,
300 gramas de açúcar cristal",https://www.receiteria.com.br/receita/geleia-de-morango-com-2-ingredientes/,Geleia de morango com 2 ingredientes , 12 porções,, 35min
"400 gramas de morangos,
100 gramas de açúcar refinado,
50 ml de suco de limão,
50 ml de água,
Folhas de manjericão a gosto (opcional)",https://www.receiteria.com.br/receita/geleia-de-morango-caseira/,Geleia de morango caseira , 2 porções,, 40min
"1/2 limão,
200 gramas de morango,
2/3 xícara de chá de água,
2 colheres de sopa de açúcar demerara ",https://www.receiteria.com.br/receita/geleia-de-morango-saudavel/,Geleia de morango saudável , 1 porção ,, 15min
"250 gramas de peito de , cozido, sem sal,2 cenouras médias (250 gramas),1/4 xícara de chá de azeite de oliva extra-virgem (60 ml),1 colher de chá de sal (5 gramas),2 colheres de sopa de cheiro-verde (ou a gosto)",https://www.receiteria.com.br/receita/pate-de-frango-fitness/,Patê de frango fitness , 480 gramas,"
Reúna todos os ingredientes para preparar um patê de frango fit, leve e saudável, perfeito para a sua dieta; ,
Higienize as cenouras, descasque-as e retire as pontas, e depois corte elas em rodelas médias; ,
Transfira as cenouras para uma panela e cubra com água. Leve para o fogo médio e deixe cozinhar até elas ficarem macias. Descarte a água e reserve; ,
Em um processador de alimentos, coloque o frango desfiado, as rodelas de cenoura cozidas, o azeite, o sal e o cheiro-verde. Bata tudo até a mistura ficar na consistência de patê; ,
Agora é só servir essa delícia com pães e torradinhas. Bom apetite! ", 20min
"250 gramas de bacon bem picado,
250 gramas de cebola bem picada,
1 maçã (sem casca) ralada,
80 gramas de açúcar mascavo,
1 colher de chá de páprica doce,
2 colheres de sopa de molho inglês,
1/4 de xícara de chá de vinagre de maçã,
1/4 de xícara de chá de água,
Pimenta-do-reino moída a gosto,
Sal a gosto (se necessário)",https://www.receiteria.com.br/receita/geleia-de-bacon/,Geleia de bacon , 1 porção,, 40min
"Casca de 2 laranjas,
Água,
700 ml de suco de laranja,
2 xícaras de chá de açúcar refinado,
Suco de 1 limão",https://www.receiteria.com.br/receita/geleia-de-laranja-simples/,Geleia de laranja simples , 1 porção,, 60min
"1 kg de morangos,
2 maçãs sem casca e raladas,
380 g de açúcar,
1/2 xícara de chá de vinho tinto,
Suco de 1/2 limão",https://www.receiteria.com.br/receita/geleia-de-morango-com-vinho/,Geleia de morango com vinho , 4 porções,, 40min
"3 ovos,100 gramas de iogurte natural,60 ml de manteiga derretida (ou óleo vegetal),3 colheres de sopa de açúcar,1 xícara de chá de mix de farinha sem glúten,1 colher de sopa de amido de milho,Suco e raspas de 1 limão,1 colher de chá de fermento químico em pó (fermento para bolo),1/2 caixinha de leite condensado (198 gramas),1/2 caixinha de creme de leite (100 gramas),Suco de limão a gosto",https://www.receiteria.com.br/receita/bolo-de-limao-com-iogurte-sem-gluten/,Bolo de limão com iogurte sem glúten , 8 a 10 porções,"
Reúna todos os ingredientes; ,
Para a massa, em um liquidificador, coloque os ovos, o iogurte, a manteiga derretida e o açúcar. Bata tudo muito bem; ,
Depois, transfira a mistura para uma tigela e adicione o mix de farinhas, o amido de milho, o suco e as raspas de 1 limão e o fermento. Misture até obter uma massa homogênea; ,
Acomode a massa em uma forma untada e leve para assar em forno preaquecido a 180°C, por cerca 30 minutos ou até o bolo passar no teste do palito; ,
Para a cobertura, em um recipiente, misture o leite condensado, o creme de leite e o suco de limão a gosto. Misture até incorporar tudo; ,
Em seguida, desenforme o bolo e, assim que esfriar, despeje a cobertura por cima; ,
Agora é só servir. Bom apetite! ", 40min
"1 xícara de grão-de-bico cozido,
2 colheres de sopa de azeite,
1 cebola pequena,
1/2 dente de alho,
3 colheres de sopa de farinha de aveia,
Sal a gosto,
Salsinha a gosto,
1 pitada de orégano,
1 pitada de tomilho",https://www.receiteria.com.br/receita/hamburguer-de-grao-de-bico-sem-gluten/,Hambúrguer de grão de bico sem glúten , 3 unidades,, 25min
"1 xícara de chá de farinha de grão-de-bico,
60 ml de água morna,
1 colher de sopa de azeite,
Sal a gosto",https://www.receiteria.com.br/receita/bolachinha-de-grao-de-bico/,Bolachinha de grão-de-bico , 20 a 30 unidades,, 30min
"250 gramas de grão-de-bico (de molho na água de um dia para o outro),
200 gramas de bacalhau dessalgado e desfiado,
100 gramas de azeitona preta picada,
1/2 pimentão vermelho sem as sementes e picado,
1/2 pimentão amarelo sem as sementes e picado,
1 cebola picada,
2 dentes de alho picados,
1 folha de louro,
Azeite e coentro a gosto",https://www.receiteria.com.br/receita/grao-de-bico-com-bacalhau/,Grão-de-bico com bacalhau , 8 porções,, 30min
"1 lata de grão-de-bico (com a água e tudo),
1 dente de alho,
1 colher de sopa de azeite,
1 colher de chá de salsinha seca,
1 colher de chá de sal,
1/2 limão espremido,
Cheiro-verde a gosto,
Gergelim branco (para finalizar)",https://www.receiteria.com.br/receita/pastinha-verde-proteica/,Pastinha verde proteica , 4 a 6 porções,, 5min
"600 gramas de grão-de-bico,
Água para o demolho,
10 folhinhas de hortelã,
1 punhado de coentro picado,
1 punhado de salsinha picada,
1 cebola picada,
2 dentes de alho picados,
1 colher de sopa de bicarbonato de sódio,
1 colher de chá de cominho,
1 colher de chá de zaatar,
2 colheres de sopa de farinha de trigo,
Óleo para fritar",https://www.receiteria.com.br/receita/bolinho-de-grao-de-bico-e-hortela/,Bolinho de grão-de-bico e hortelã , 8 porções,, 45min
"1 pote de iogurte natural (170 gramas),3 ovos,80 ml de óleo,225 gramas de açúcar,240 gramas de farinha de trigo,60 ml de suco de limão-siciliano,Raspas de limão-siciliano,15 gramas de fermento químico em pó (fermento para bolo),140 gramas de açúcar de confeiteiro,22 ml de suco de limão-siciliano,Raspas de limão-siciliano",https://www.receiteria.com.br/receita/bolo-de-limao-com-iogurte/,Bolo de limão com iogurte , 1 bolo ,"
Reúna todos os ingredientes; ,
No liquidificador, coloque o iogurte, o açúcar, os ovos, o óleo e o suco de limão-siciliano; ,
Bata tudo muito bem por cerca de 2 minutinhos. Transfira a mistura para uma tigela; ,
Acrescente as raspas de limão e misture; ,
Peneire metade da farinha de trigo na mistura e mexa bem. Adicione o restante e misture até ficar homogêneo; ,
Acrescente o fermento por último e misture. Depois, despeje a massa em uma forma untada e enfarinhada. Leve ao forno preaquecido a 200ºC por cerca de 35 minutos; ,
Para a calda, misture o suco do limão e o açúcar de confeiteiro. Reserve; ,
Desenforme o bolo quando ele estiver morno e despeje a cobertura por cima. Decore com raspas de limão; ,
Agora é só servir. Bom apetite! ", 45min
"1 e 1/2 xícara de chá de amoras e morangos processados ⁣,
1 xícara de chá de água,
1 colher de sopa de mel,
1 colher de sopa de chia ⁣",https://www.receiteria.com.br/receita/geleia-de-amoras-e-morango-com-chia/,Geleia de amoras e morango com chia , 2 porções,, 30min
"100 gramas de manteiga sem sal,
3 ovos inteiros,
1 e 1/2 xícara de chá de açúcar refinado,
Raspas de 1 limão-siciliano,
1/2 xícara de chá de óleo vegetal,
1 xícara de chá de iogurte natural,
3 colheres de sopa de suco de limão-siciliano,
2 xícaras de chá de farinha de trigo,
1/2 xícara de chá de amido de milho,
1 colher de sopa de fermento químico,
2 colheres de sopa de semente de papoula",https://www.receiteria.com.br/receita/bolo-de-limao-siciliano-e-sementes-de-papoula/,Bolo de limão-siciliano e sementes de papoula , 8 a 10 porções,, 60min
"2 ovos (claras e gemas separados),1 xícara de chá de leite,3 colheres de sopa de manteiga,1 e 1/2 xícara de chá de açúcar,Suco de 2 limões,Raspas de 1 limão,3 e 1/2 xícaras de chá de farinha de trigo,2 colheres de sopa de fermento químico em pó (fermento para bolos),Manteiga para untar,1 lata de leite condensado (395 gramas),Suco de 1/2 limão,Raspas de 1 limão",https://www.receiteria.com.br/receita/bolo-de-limao/,Bolo de limão , 8 porções,"
No liquidificador, bata as gemas, o leite, a manteiga e o açúcar; ,
Despeje esse líquido em um recipiente e acrescente o suco e as raspas de limão. Misture com um fouet; ,
Aos poucos, vá adicionando a farinha de trigo, mexendo sempre; ,
Em outro recipiente, bata as claras em neve; ,
Incorpore as claras e o fermento na massa, mexendo delicadamente; ,
Despeje a massa em uma forma redonda com furo no meio (de 25 cm de diâmetro) untada com manteiga e leve ao forno preaquecido a 180 ºC por 40 minutos. ", 60min
"3 ovos,
1/2 xícara de chá de azeite,
1/2 colher de sopa de açúcar demerara,
1 colher de chá rasa de sal,
1/2 xícara de chá de água,
1 xícara de chá de farinha de arroz,
1/2 xícara de chá de polvilho doce,
1 colher de sopa de psyllium (opcional),
1 colher de sopa de fermento em pó,Calabresa picada a gosto,
1 pimentão amarelo picado,
1 dente de alho amassado,
Orégano, mussarela, salsinha e parmesão a gosto",https://www.receiteria.com.br/receita/pao-de-calabresa/,Pão de calabresa , 15 porções,, 45min
"1 Rap10 tradicional,
Purê de batatas a gosto,
Salsichas em rodelas com molho de tomate a gosto,
Milho a gosto,
Azeitonas em rodelas a gosto,
Maionese de chipotle a gosto",https://www.receiteria.com.br/receita/cachorro-quente-no-rap10/,Cachorro-quente no Rap10 , 1 porção,, 20min
"1 xícara de chá de farinha de trigo (140 gramas),1 colher de chá de sal,2 colheres de sopa de açúcar,1 ovo médio,3/4 de xícara de chá de leite (170 ml),2 colheres de chá de fermento químico em pó (fermento para bolo),4 salsichas para hot dog,Palitos de churrasco para espetar,8 pedaços de queijo mussarela (150 gramas),3/4 de xícara de chá de farinha de trigo para empanar (90 gramas),1 xícara de chá de farinha panko ou de pão para empanar (50 gramas),Açúcar para polvilhar (opcional)",https://www.receiteria.com.br/receita/hot-dog-coreano/,Hot dog coreano tradicional , 8 unidades,"
Reúna os ingredientes para fazer o famoso hot dog coreano, aquele metade com salsicha e metade mussarela, também chamado de dogkebi; ,
Para preparar os palitos de hot dog, retire as pontas com uma tesoura para maior segurança. Em seguida, deixe-os mergulhados na água por 8-10 minutos, apenas para hidratar e não ter o risco de engolir alguma farpa; ,
Coloque água para aquecer em uma panela média, em fogo alto. Assim que a água ferver, coloque as salsichas e deixe cozinhar por cerca de 5 minutos. Descarte a água e corte-as ao meio; ,
Em seguida, corte o queijo mussarela em cubos de cerca de 1 cm e de comprimento similar às salsichas cortadas ao meio. Reserve; ,
Pegue um palito de churrasco e espete a salsicha com a parte cortada para cima. Coloque o pedaço de mussarela e repita o processo com o restante. Despeje o óleo em uma panela no fogo médio para ir aquecendo e comece a preparar a massa; ,
Para fazer a massa, quebre o ovo na tigela (verifique se eles estão bons), adicione o leite e bata com o fouet; ,
Acrescente o açúcar, o fermento químico, o sal e a farinha de trigo. Bata até formar uma massa mais consistente. Despeje-a em um copo bem largo e alto, e reserve. Em um recipiente, coloque a farinha de trigo e em outro adicione a farinha panko; ,
Empane os palitos com a salsicha e o queijo na farinha de trigo, rolando-o na travessa ou um prato para ficar todo enfarinhado; ,
Mergulhe o palito no copo com a massa e comece a girar, com cuidado, para a direita e envolva a massa. Tente retirar o excesso com a própria massa (faça movimentos “puxando” o palito, para que a massa extra que sobrar na ponta fique no recipiente); ,
Sem demorar, já empane o palito com a farinha panko. Role-o rapidamente e coloque na panela com o óleo quente. Frite aos poucos, para não baixar a temperatura do óleo, por 10 a 15 minutos ou até a casquinha dourar. Vire todos os lados. Repita o processo até fritar todos os palitos; ,
Retire-os e deixe em uma travessa com grade ou em cima do papel toalha no prato. Salpique o açúcar por cima dos palitos fritos e faça riscos alternados de ketchup e mostarda; ,
Sirva imediatamente para aproveitar o preparo quentinho com o queijo derretendo. Bom apetite! ", 30min
"50 g de frango cozido, desfiado e picado,110 g de creme de ricota light (ou cream cheese),Cheiro verde picado a gosto,Sal a gosto,1/2 colher de chá de suco de limão",https://www.receiteria.com.br/receita/pate-de-frango-fit-simples/,Patê de frango fit simples , 10 porções,"
Reúna todos os ingredientes; ,
Coloque todos os ingredientes em uma tigela, e misture até formar um patê; ,
Agora é só servir. Bom apetite! ", 10min
"1 pacote de macarrão espaguete (500 gramas),300 gramas de bacon,5 dentes de alho grandes,1 colher de chá de páprica/colorau,Sal a gosto,Cheiro-verde a gosto",https://www.receiteria.com.br/receita/macarrao-ao-alho-e-oleo-com-bacon/,Macarrão ao alho e óleo com bacon , 5 porções,"
Reúna todos os ingredientes; ,
Cozinhe o macarrão em água fervente com sal, conforme as instruções da embalagem ou até o ponto de sua preferência. Reserve; ,
Em uma panela, coloque o bacon picado e frite até ficar douradinho; ,
Adicione o alho, a páprica, o sal e refogue bem; ,
Acrescente o macarrão escorrido, misture e coloque o cheiro-verde por cima; ,
Agora é só servir. Bom apetite! ", 20min
"500 g de macarrão (tipo penne),2 colheres de café de sal,1 fio de azeite,300 g de bacon picado,1 maço de brócolis picado,50 ml de água,1 pitada de pimenta-do-reino,1 colher de sopa de manteiga",https://www.receiteria.com.br/receita/macarrao-com-brocolis-e-bacon-facil/,Macarrão com brócolis e bacon fácil , 8 porções,"
Reúna todos os ingredientes; ,
Leve uma panela ao fogo médio, coloque o macarrão, a água e o sal, e deixe cozinhar até ele ficar al dente. Depois, escorra a água, e reserve; ,
Leve outra panela ao fogo, adicione o azeite, e frite o bacon; ,
Acrescente o brócolis, o sal, a pimenta, coloque água, tampe a panela, e deixe-o cozinhar (ponto al dente) até a água secar; ,
Coloque a manteiga, misture, e desligue fogo; ,
Transfira o macarrão para um refratário, junte o brócolis e o bacon e sirva! ", 30min
"150 gramas de bacon picado em cubos pequenos,1 cebola picada,1/2 talo de alho-poró picado,2 xícaras de chá de arroz arbóreo,150 ml de vinho branco seco,2 litros de caldo de legumes,Sal e pimenta-do-reino a gosto,Parmesão ralado a gosto,1 colher de sopa de manteiga gelada,Cebolinha picada a gosto",https://www.receiteria.com.br/receita/risoto-de-bacon-com-alho-poro/,Risoto de bacon com alho-poró , 4 porções,"
Reúna todos os ingredientes; ,
Frite o bacon na própria gordura em uma panela; ,
Acrescente a cebola e refogue até dourar; ,
Inclua o alho-poró e refogue mais um pouco; ,
Adicione o arroz e refogue por cerca de 2 minutos; ,
Despeje o vinho e cozinhe até secar, mexendo sempre; ,
Gradualmente, adicione o caldo de legumes, mexendo sempre enquanto cozinha; ,
Tempere com sal e pimenta-do-reino; ,
Cozinhe até chegar ao ponto desejado e coloque o parmesão ralado; ,
Desligue o fogo, junte a manteiga e misture bem; ,
Finalize com cebolinha e sirva. Bom apetite! ", 40min
